MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
48385.087;1991;05;09;;-0.196251;0.000160;0.427631;0.000156;;0.3268786;0.0000037;;;;-0.003631;0.000230;-0.005542;0.000089;;;;
48403.350;1991;05;27;;-0.148339;0.000350;0.487128;0.000324;;0.2852418;0.0000072;;;;-0.006202;0.000390;-0.005412;0.000145;;;;
48421.612;1991;06;14;;-0.088669;0.000555;0.534858;0.000432;;0.2509969;0.0000114;;;;-0.007219;0.000321;-0.005277;0.000138;;;;
48439.875;1991;07;02;;-0.028177;0.000319;0.563502;0.000236;;0.2244584;0.0000058;;;;-0.010419;0.000295;-0.005015;0.000126;;;;
48458.137;1991;07;21;;0.049068;0.000256;0.571616;0.000307;;0.1993843;0.0000084;;;;-0.013799;0.000380;-0.004610;0.000170;;;;
48476.400;1991;08;08;;0.118697;0.000211;0.560350;0.000178;;0.1791557;0.0000045;;;;-0.016207;0.000283;-0.004909;0.000101;;;;
48494.662;1991;08;26;;0.172834;0.000253;0.527438;0.000186;;0.1524012;0.0000062;;;;-0.017786;0.000261;-0.004207;0.000104;;;;
48512.925;1991;09;13;;0.217421;0.000361;0.488088;0.000302;;0.1145304;0.0000107;;;;-0.020043;0.000507;-0.003860;0.000223;;;;
48531.187;1991;10;02;;0.250998;0.000378;0.435104;0.000367;;0.0781546;0.0000087;;;;-0.016843;0.000375;-0.003981;0.000150;;;;
48549.450;1991;10;20;;0.261616;0.000108;0.372908;0.000093;;0.0419607;0.0000027;;;;-0.015642;0.000214;-0.003678;0.000084;;;;
48567.712;1991;11;07;;0.262455;0.000569;0.317579;0.000653;;0.0002607;0.0000088;;;;-0.013895;0.000365;-0.002671;0.000122;;;;
48585.975;1991;11;25;;0.246196;0.000287;0.264682;0.000201;;-0.0397149;0.0000060;;;;-0.011107;0.000406;-0.001672;0.000130;;;;
48604.237;1991;12;14;;0.217929;0.000242;0.209478;0.000222;;-0.0834062;0.0000056;;;;-0.010507;0.000268;-0.000758;0.000139;;;;
48622.500;1992;01;01;;0.183055;0.000607;0.168456;0.000644;;-0.1253709;0.0000085;;;;-0.010446;0.000698;-0.001370;0.000270;;;;
48640.762;1992;01;19;;0.132683;0.000183;0.139596;0.000201;;-0.1664098;0.0000058;;;;-0.010015;0.000188;-0.001375;0.000081;;;;
48659.025;1992;02;07;;0.082974;0.000193;0.121716;0.000207;;-0.2133446;0.0000038;;;;-0.009459;0.000230;-0.001684;0.000116;;;;
48677.287;1992;02;25;;0.026204;0.000145;0.116759;0.000145;;-0.2592155;0.0000053;;;;-0.009340;0.000215;-0.002881;0.000112;;;;
48695.550;1992;03;14;;-0.035015;0.000328;0.126193;0.000399;;-0.3037614;0.0000067;;;;-0.009346;0.000569;-0.004456;0.000192;;;;
48713.812;1992;04;01;;-0.083741;0.001240;0.164320;0.000990;;-0.3573679;0.0000211;;;;-0.008320;0.000667;-0.004795;0.000224;;;;
48732.075;1992;04;20;;-0.115730;0.000166;0.203944;0.000215;;-0.4103398;0.0000055;;;;-0.006231;0.000161;-0.006071;0.000099;;;;
48750.337;1992;05;08;;-0.145330;0.000241;0.245100;0.000291;;-0.4538747;0.0000068;;;;-0.007330;0.000390;-0.006629;0.000090;;;;
48768.600;1992;05;26;;-0.156730;0.000325;0.291944;0.000244;;-0.4959716;0.0000067;;;;-0.007599;0.000415;-0.006227;0.000170;;;;
48786.862;1992;06;13;;-0.153357;0.000378;0.334022;0.000243;;-0.5303263;0.0000046;;;;-0.010504;0.000382;-0.005233;0.000221;;;;
48805.125;1992;07;02;;-0.141745;0.000132;0.380895;0.000108;;0.4420658;0.0000031;;;;-0.013051;0.000248;-0.006204;0.000091;;;;
48823.387;1992;07;20;;-0.115719;0.000242;0.419918;0.000236;;0.4184788;0.0000035;;;;-0.016659;0.000356;-0.005670;0.000152;;;;
48841.650;1992;08;07;;-0.078042;0.000140;0.458747;0.000120;;0.3891985;0.0000032;;;;-0.019720;0.000181;-0.006081;0.000097;;;;
48859.912;1992;08;25;;-0.030861;0.000439;0.491615;0.000352;;0.3595950;0.0000068;;;;-0.020338;0.000483;-0.006290;0.000229;;;;
48878.175;1992;09;13;;0.013957;0.000656;0.506944;0.000509;;0.3231152;0.0000069;;;;-0.022055;0.000425;-0.005200;0.000171;;;;
48896.437;1992;10;01;;0.055817;0.000295;0.503356;0.000359;;0.2853580;0.0000052;;;;-0.021814;0.000412;-0.004656;0.000246;;;;
48914.700;1992;10;19;;0.102889;0.000186;0.494513;0.000181;;0.2459094;0.0000021;;;;-0.019597;0.000176;-0.004839;0.000085;;;;
48932.962;1992;11;06;;0.137508;0.000213;0.472896;0.000114;;0.1993992;0.0000029;;;;-0.017056;0.000287;-0.004260;0.000097;;;;
48951.225;1992;11;25;;0.170799;0.000341;0.445138;0.000281;;0.1538731;0.0000034;;;;-0.015848;0.000286;-0.002927;0.000274;;;;
48969.487;1992;12;13;;0.187711;0.000668;0.406222;0.000672;;0.1096639;0.0000035;;;;-0.014468;0.000271;-0.002605;0.000098;;;;
48987.750;1992;12;31;;0.208190;0.000759;0.362186;0.000830;;0.0639378;0.0000029;;;;-0.012263;0.001212;-0.002033;0.000701;;;;
49006.012;1993;01;19;;0.212361;0.000182;0.311815;0.000215;;0.0163704;0.0000020;;;;-0.013811;0.000786;-0.002146;0.000269;;;;
49024.275;1993;02;06;;0.205411;0.000344;0.265831;0.000389;;-0.0283409;0.0000035;;;;-0.013738;0.000778;-0.003522;0.000391;;;;
49042.537;1993;02;24;;0.185843;0.000309;0.225565;0.000254;;-0.0784871;0.0000029;;;;-0.013886;0.000841;-0.003500;0.000367;;;;
49060.800;1993;03;14;;0.159216;0.000226;0.193846;0.000242;;-0.1276035;0.0000029;;;;-0.012984;0.000834;-0.005352;0.000332;;;;
49079.062;1993;04;02;;0.113622;0.000217;0.169620;0.000199;;-0.1751334;0.0000020;;;;-0.012027;0.000567;-0.006621;0.000236;;;;
49097.325;1993;04;20;;0.064972;0.000147;0.163541;0.000147;;-0.2286558;0.0000020;;;;-0.010798;0.000837;-0.006930;0.000412;;;;
49115.587;1993;05;08;;0.024918;0.000363;0.166645;0.000304;;-0.2812825;0.0000018;;;;-0.011651;0.000403;-0.007184;0.000201;;;;
49133.850;1993;05;26;;-0.005980;0.000188;0.177818;0.000156;;-0.3249273;0.0000018;;;;-0.012477;0.000907;-0.007634;0.000352;;;;
49152.112;1993;06;14;;-0.036338;0.000231;0.190552;0.000181;;-0.3670357;0.0000015;;;;-0.014040;0.000522;-0.007249;0.000256;;;;
49170.375;1993;07;02;;-0.063867;0.000150;0.211254;0.000149;;0.5976902;0.0000014;;;;-0.018193;0.000424;-0.007110;0.000184;;;;
49188.637;1993;07;20;;-0.072938;0.000141;0.234141;0.000121;;0.5709763;0.0000018;;;;-0.019404;0.000549;-0.007319;0.000183;;;;
49206.900;1993;08;07;;-0.091836;0.000141;0.266591;0.000161;;0.5374630;0.0000020;;;;-0.022710;0.000547;-0.006519;0.000230;;;;
49225.162;1993;08;26;;-0.101822;0.000116;0.302174;0.000084;;0.5020781;0.0000031;;;;-0.024325;0.001366;-0.007261;0.000458;;;;
49243.425;1993;09;13;;-0.100087;0.000148;0.336957;0.000151;;0.4679087;0.0000019;;;;-0.023970;0.000653;-0.006726;0.000245;;;;
49261.687;1993;10;01;;-0.096296;0.000118;0.370673;0.000107;;0.4245432;0.0000016;;;;-0.024675;0.000607;-0.006032;0.000283;;;;
49279.950;1993;10;19;;-0.081186;0.000130;0.403724;0.000130;;0.3774397;0.0000012;;;;-0.023599;0.000514;-0.005613;0.000189;;;;
49298.212;1993;11;07;;-0.062958;0.000266;0.428647;0.000268;;0.3321298;0.0000014;;;;-0.020911;0.001759;-0.005276;0.000634;;;;
49316.475;1993;11;25;;-0.041594;0.000136;0.448556;0.000141;;0.2851068;0.0000015;;;;-0.019319;0.000447;-0.004386;0.000204;;;;
49334.737;1993;12;13;;-0.020320;0.000217;0.464667;0.000201;;0.2441578;0.0000036;;;;-0.017956;0.000564;-0.003595;0.000222;;;;
49353.000;1994;01;01;;0.009122;0.000296;0.476353;0.000277;;0.2005935;0.0000009;;;;-0.016605;0.000381;-0.003589;0.000183;;;;
49371.262;1994;01;19;;0.053867;0.000077;0.478712;0.000073;;0.1576298;0.0000011;;;;-0.018345;0.000384;-0.002986;0.000168;;;;
49389.525;1994;02;06;;0.099728;0.000222;0.467139;0.000187;;0.1161990;0.0000024;;;;-0.019713;0.001022;-0.004372;0.000357;;;;
49407.787;1994;02;24;;0.137054;0.000205;0.448666;0.000210;;0.0757404;0.0000017;;;;-0.018056;0.004216;-0.006437;0.003169;;;;
49426.050;1994;03;15;;0.158477;0.000089;0.421481;0.000079;;0.0247330;0.0000012;;;;-0.018094;0.000652;-0.005993;0.000228;;;;
49444.312;1994;04;02;;0.174360;0.000229;0.390111;0.000175;;-0.0223589;0.0000017;;;;-0.016815;0.000777;-0.007336;0.000338;;;;
49462.575;1994;04;20;;0.183812;0.000173;0.356654;0.000141;;-0.0662259;0.0000012;;;;-0.015807;0.000747;-0.007614;0.000256;;;;
49480.837;1994;05;08;;0.186113;0.000150;0.317410;0.000180;;-0.1154491;0.0000013;;;;-0.016742;0.000502;-0.007731;0.000222;;;;
49499.100;1994;05;27;;0.180376;0.000185;0.281850;0.000154;;-0.1586802;0.0000014;;;;-0.017529;0.000740;-0.008274;0.000298;;;;
49517.362;1994;06;14;;0.160724;0.000185;0.243571;0.000181;;-0.1905476;0.0000017;;;;-0.019582;0.000665;-0.008554;0.000276;;;;
49535.625;1994;07;02;;0.134616;0.000151;0.210230;0.000142;;0.7814967;0.0000020;;;;-0.022117;0.000340;-0.008056;0.000124;;;;
49553.887;1994;07;20;;0.101343;0.000118;0.184790;0.000103;;0.7561666;0.0000014;;;;-0.026203;0.000728;-0.007970;0.000289;;;;
49572.150;1994;08;08;;0.067432;0.000175;0.171872;0.000171;;0.7313238;0.0000023;;;;-0.027600;0.001021;-0.008238;0.000409;;;;
49590.412;1994;08;26;;0.026409;0.000113;0.168087;0.000095;;0.7029505;0.0000016;;;;-0.030350;0.000827;-0.007458;0.000383;;;;
49608.675;1994;09;13;;-0.016444;0.000213;0.179260;0.000159;;0.6665209;0.0000032;;;;-0.030044;0.000593;-0.007617;0.000214;;;;
49626.937;1994;10;01;;-0.066636;0.000312;0.199863;0.000252;;0.6249968;0.0000019;;;;-0.030061;0.000922;-0.008065;0.000278;;;;
49645.200;1994;10;20;;-0.106457;0.000166;0.232844;0.000139;;0.5793613;0.0000030;;;;-0.028034;0.000839;-0.006471;0.000320;;;;
49663.462;1994;11;07;;-0.141610;0.000208;0.272634;0.000259;;0.5354860;0.0000021;;;;-0.026472;0.000599;-0.005658;0.000213;;;;
49681.725;1994;11;25;;-0.153083;0.000297;0.321011;0.000284;;0.4935404;0.0000018;;;;-0.024386;0.000565;-0.005416;0.000248;;;;
49699.987;1994;12;14;;-0.154038;0.000171;0.368152;0.000191;;0.4476846;0.0000007;;;;-0.023031;0.000470;-0.004579;0.000203;;;;
49718.250;1995;01;01;;-0.153665;0.000238;0.417404;0.000284;;0.3991599;0.0000012;;;;-0.022906;0.000444;-0.004656;0.000171;;;;
49736.512;1995;01;19;;-0.127477;0.000125;0.461229;0.000133;;0.3532187;0.0000015;;;;-0.022206;0.000826;-0.004932;0.000291;;;;
49754.775;1995;02;06;;-0.111193;0.000261;0.493874;0.000274;;0.3027636;0.0000010;;;;-0.023861;0.000423;-0.005130;0.000152;;;;
49773.037;1995;02;25;;-0.075276;0.000242;0.523911;0.000199;;0.2573889;0.0000020;;;;-0.025471;0.000980;-0.006144;0.000390;;;;
49791.300;1995;03;15;;-0.022904;0.000109;0.545710;0.000090;;0.2056465;0.0000018;;;;-0.022425;0.000635;-0.007177;0.000227;;;;
49809.562;1995;04;02;;0.034902;0.000219;0.558235;0.000206;;0.1532167;0.0000024;;;;-0.022922;0.000678;-0.008140;0.000329;;;;
49827.825;1995;04;20;;0.092895;0.000082;0.555890;0.000081;;0.1027572;0.0000011;;;;-0.021911;0.000654;-0.008904;0.000289;;;;
49846.087;1995;05;09;;0.162149;0.000223;0.533283;0.000222;;0.0547588;0.0000016;;;;-0.020903;0.000532;-0.009017;0.000249;;;;
49864.350;1995;05;27;;0.209283;0.000241;0.497347;0.000235;;0.0067999;0.0000016;;;;-0.024598;0.000601;-0.008905;0.000235;;;;
49882.612;1995;06;14;;0.254393;0.000136;0.443552;0.000104;;-0.0324344;0.0000016;;;;-0.024863;0.000630;-0.008743;0.000250;;;;
49900.875;1995;07;02;;0.281451;0.000235;0.379021;0.000247;;-0.0636599;0.0000026;;;;-0.027896;0.000530;-0.008817;0.000202;;;;
49919.137;1995;07;21;;0.287595;0.000169;0.308356;0.000151;;-0.0926344;0.0000021;;;;-0.031452;0.009077;-0.008492;0.000178;;;;
49937.400;1995;08;08;;0.273460;0.000324;0.237787;0.000263;;-0.1136695;0.0000047;;;;-0.033968;0.001163;-0.008798;0.000705;;;;
49955.662;1995;08;26;;0.237587;0.000147;0.179620;0.000123;;-0.1418765;0.0000010;;;;-0.034839;0.000785;-0.008283;0.000348;;;;
49973.925;1995;09;13;;0.189681;0.000204;0.133934;0.000240;;-0.1803954;0.0000023;;;;-0.036418;0.000764;-0.008298;0.000230;;;;
49992.187;1995;10;02;;0.135259;0.000256;0.106247;0.000258;;-0.2213357;0.0000020;;;;-0.035334;0.000524;-0.007899;0.000207;;;;
50010.450;1995;10;20;;0.066563;0.000171;0.086069;0.000175;;-0.2634339;0.0000015;;;;-0.033592;0.000430;-0.007612;0.000143;;;;
50028.712;1995;11;07;;0.002768;0.000206;0.085012;0.000230;;-0.3084507;0.0000016;;;;-0.032168;0.000503;-0.006624;0.000199;;;;
50046.975;1995;11;25;;-0.067110;0.000569;0.101269;0.000650;;-0.3533755;0.0000015;;;;-0.030482;0.000872;-0.005977;0.000331;;;;
50065.237;1995;12;14;;-0.138333;0.000141;0.135885;0.000124;;-0.3981753;0.0000012;;;;-0.028960;0.000549;-0.005288;0.000238;;;;
50083.500;1996;01;01;;-0.176603;0.000891;0.192638;0.001145;;0.5552102;0.0000015;;;;-0.029594;0.000518;-0.004781;0.000206;;;;
50101.762;1996;01;19;;-0.204053;0.000372;0.246419;0.000358;;0.5220724;0.0000027;;;;-0.029214;0.000707;-0.005748;0.000235;;;;
50120.025;1996;02;07;;-0.223018;0.000197;0.313323;0.000180;;0.4899638;0.0000015;;;;-0.028487;0.000722;-0.005828;0.000244;;;;
50138.287;1996;02;25;;-0.220728;0.000266;0.378336;0.000304;;0.4499626;0.0000013;;;;-0.030002;0.000414;-0.006455;0.000159;;;;
50156.550;1996;03;14;;-0.196683;0.000158;0.448575;0.000166;;0.4089164;0.0056809;;;;-0.029801;0.003532;-0.007806;0.001589;;;;
50174.812;1996;04;01;;-0.151083;0.000360;0.508892;0.000394;;0.3697586;0.0000018;;;;-0.028662;0.000522;-0.008213;0.000209;;;;
50193.075;1996;04;20;;-0.102020;0.000170;0.553160;0.000220;;0.3258888;0.0000019;;;;-0.028207;0.000587;-0.009104;0.000249;;;;
50211.337;1996;05;08;;-0.034140;0.000181;0.584492;0.000174;;0.2845955;0.0000029;;;;-0.028578;0.000799;-0.009604;0.000366;;;;
50229.600;1996;05;26;;0.040345;0.000319;0.595720;0.000327;;0.2454699;0.0000027;;;;-0.027138;0.000774;-0.009586;0.000345;;;;
50247.862;1996;06;13;;0.115442;0.000076;0.581533;0.000071;;0.2113860;0.0000016;;;;-0.032451;0.000495;-0.008821;0.000217;;;;
50266.125;1996;07;02;;0.181502;0.000258;0.545631;0.000241;;0.1862854;0.0000021;;;;-0.034810;0.000599;-0.008780;0.000202;;;;
50284.387;1996;07;20;;0.239043;0.000216;0.495382;0.000241;;0.1659737;0.0000033;;;;-0.037114;0.000830;-0.008638;0.000316;;;;
50302.650;1996;08;07;;0.267817;0.000155;0.436781;0.000133;;0.1407807;0.0000028;;;;-0.040313;0.000951;-0.008617;0.000305;;;;
50320.912;1996;08;25;;0.296825;0.000205;0.371965;0.000287;;0.1230290;0.0000027;;;;-0.041164;0.000563;-0.009207;0.000245;;;;
50339.175;1996;09;13;;0.290613;0.000179;0.297014;0.000178;;0.0984938;0.0000021;;;;-0.041178;0.000433;-0.008263;0.000228;;;;
50357.437;1996;10;01;;0.267263;0.000130;0.227861;0.000120;;0.0637798;0.0000008;;;;-0.042120;0.000442;-0.007563;0.000176;;;;
50375.700;1996;10;19;;0.227034;0.000136;0.171333;0.000122;;0.0297580;0.0000010;;;;-0.039905;0.000495;-0.007362;0.000194;;;;
50393.962;1996;11;06;;0.176044;0.000147;0.122005;0.000142;;-0.0071686;0.0000012;;;;-0.037235;0.000534;-0.006923;0.000229;;;;
50412.225;1996;11;25;;0.109769;0.000260;0.096223;0.000265;;-0.0441969;0.0000021;;;;-0.036603;0.000631;-0.005747;0.000182;;;;
50430.487;1996;12;13;;0.039470;0.000326;0.085334;0.000194;;-0.0749187;0.0000012;;;;-0.035416;0.000464;-0.005677;0.000203;;;;
50448.750;1996;12;31;;-0.020404;0.000336;0.094923;0.000322;;-0.1096572;0.0000363;;;;-0.034265;0.000735;-0.004962;0.000307;;;;
50467.012;1997;01;19;;-0.073008;0.000167;0.119585;0.000168;;-0.1460413;0.0000084;;;;-0.033870;0.000206;-0.005044;0.000084;;;;
50485.275;1997;02;06;;-0.124406;0.000127;0.156656;0.000121;;-0.1730616;0.0000106;;;;-0.035885;0.000217;-0.005508;0.000094;;;;
50503.537;1997;02;24;;-0.161875;0.000141;0.203951;0.000139;;-0.2056285;0.0000126;;;;-0.034442;0.000300;-0.006416;0.000140;;;;
50521.800;1997;03;14;;-0.186380;0.000159;0.263332;0.000145;;-0.2482867;0.0000095;;;;-0.034947;0.000257;-0.006715;0.000105;;;;
50540.062;1997;04;02;;-0.190722;0.000121;0.331655;0.000120;;-0.2929398;0.0000064;;;;-0.033947;0.000159;-0.008517;0.000061;;;;
50558.325;1997;04;20;;-0.174941;0.000134;0.396549;0.000135;;-0.3387407;0.0000116;;;;-0.034090;0.000392;-0.008745;0.000159;;;;
50576.587;1997;05;08;;-0.144910;0.000119;0.452802;0.000115;;-0.3794323;0.0000111;;;;-0.034861;0.000352;-0.009146;0.000132;;;;
50594.850;1997;05;26;;-0.098201;0.000136;0.498418;0.000135;;-0.4161842;0.0000107;;;;-0.036326;0.000242;-0.009043;0.000107;;;;
50613.112;1997;06;14;;-0.047980;0.000121;0.524906;0.000123;;-0.4515485;0.0000111;;;;-0.037892;0.000301;-0.009635;0.000118;;;;
50631.375;1997;07;02;;0.023165;0.000127;0.537011;0.000130;;0.5261879;0.0000112;;;;-0.041134;0.000291;-0.008581;0.000128;;;;
50649.637;1997;07;20;;0.088600;0.000115;0.526675;0.000109;;0.5094983;0.0000106;;;;-0.043897;0.000337;-0.008307;0.000695;;;;
50667.900;1997;08;07;;0.141171;0.000128;0.504741;0.000135;;0.4812277;0.0000097;;;;-0.045415;0.000253;-0.008640;0.000115;;;;
50686.162;1997;08;26;;0.181315;0.000112;0.467309;0.000120;;0.4541406;0.0000106;;;;-0.049052;0.000193;-0.008231;0.000060;;;;
50704.425;1997;09;13;;0.217029;0.000121;0.428394;0.000115;;0.4276307;0.0000166;;;;-0.048886;0.000316;-0.008429;0.000113;;;;
50722.687;1997;10;01;;0.221268;0.000116;0.378891;0.000107;;0.3908806;0.0000146;;;;-0.046801;0.000344;-0.007633;0.000135;;;;
50740.950;1997;10;19;;0.226321;0.000115;0.329131;0.000117;;0.3513763;0.0000130;;;;-0.047257;0.000269;-0.006315;0.000142;;;;
50759.212;1997;11;07;;0.214945;0.000129;0.278702;0.000130;;0.3151978;0.0000083;;;;-0.043814;0.000215;-0.006570;0.000092;;;;
50777.475;1997;11;25;;0.190264;0.000122;0.234231;0.000116;;0.2784778;0.0000074;;;;-0.041908;0.000289;-0.005250;0.000106;;;;
50795.737;1997;12;13;;0.151557;0.000140;0.201906;0.000136;;0.2466911;0.0000076;;;;-0.042890;0.000301;-0.004773;0.000116;;;;
50814.000;1998;01;01;;0.103369;0.000107;0.175050;0.000113;;0.2187919;0.0000072;;;;-0.040982;0.000201;-0.004568;0.000084;;;;
50832.262;1998;01;19;;0.051708;0.000129;0.167930;0.000125;;0.1877324;0.0000088;;;;-0.042221;0.000243;-0.004623;0.000109;;;;
50850.525;1998;02;06;;-0.005351;0.000161;0.173534;0.000168;;0.1500918;0.0000081;;;;-0.042246;0.000395;-0.005126;0.000149;;;;
50868.787;1998;02;24;;-0.051772;0.000091;0.188083;0.000090;;0.1146016;0.0000080;;;;-0.040579;0.000244;-0.005939;0.000111;;;;
50887.050;1998;03;15;;-0.079253;0.000099;0.220207;0.000095;;0.0745860;0.0000075;;;;-0.040110;0.000229;-0.006724;0.000100;;;;
50905.312;1998;04;02;;-0.110367;0.000109;0.254278;0.000107;;0.0361215;0.0000123;;;;-0.040197;0.000329;-0.008114;0.000142;;;;
50923.575;1998;04;20;;-0.113701;0.000075;0.301726;0.000075;;0.0024836;0.0000082;;;;-0.038259;0.000655;-0.008445;0.000090;;;;
50941.837;1998;05;08;;-0.114447;0.000067;0.344229;0.000069;;-0.0346459;0.0000056;;;;-0.039351;0.000203;-0.008426;0.000092;;;;
50960.100;1998;05;27;;-0.107395;0.000066;0.383819;0.000068;;-0.0684815;0.0000095;;;;-0.041311;0.000219;-0.008701;0.000096;;;;
50978.362;1998;06;14;;-0.099557;0.000072;0.414510;0.000072;;-0.0888662;0.0000101;;;;-0.042301;0.000202;-0.008476;0.000104;;;;
50996.625;1998;07;02;;-0.065080;0.000071;0.441008;0.000071;;-0.1011292;0.0000075;;;;-0.045991;0.000294;-0.008229;0.000106;;;;
51014.887;1998;07;20;;-0.021684;0.000067;0.465441;0.000068;;-0.1082610;0.0000137;;;;-0.048800;0.000380;-0.008838;0.000202;;;;
51033.150;1998;08;08;;0.017292;0.000093;0.478828;0.000095;;-0.1146384;0.0000087;;;;-0.051277;0.000197;-0.007916;0.000074;;;;
51051.412;1998;08;26;;0.058120;0.000086;0.476660;0.000087;;-0.1250354;0.0000107;;;;-0.052503;0.000253;-0.007868;0.000084;;;;
51069.675;1998;09;13;;0.097196;0.000096;0.465798;0.000090;;-0.1418027;0.0000100;;;;-0.054179;0.000240;-0.007847;0.000084;;;;
51087.937;1998;10;01;;0.125790;0.000087;0.444609;0.000088;;-0.1587082;0.0000078;;;;-0.052314;0.000146;-0.007387;0.000068;;;;
51106.200;1998;10;20;;0.149880;0.000100;0.418934;0.000102;;-0.1862285;0.0000090;;;;-0.049892;0.000242;-0.006439;0.000104;;;;
51124.462;1998;11;07;;0.163118;0.000098;0.388323;0.000101;;-0.2147314;0.0000184;;;;-0.049558;0.000671;-0.005401;0.000319;;;;
51142.725;1998;11;25;;0.154456;0.000106;0.350764;0.000106;;-0.2401748;0.0000094;;;;-0.047776;0.000198;-0.004720;0.000089;;;;
51160.987;1998;12;14;;0.137185;0.000085;0.321283;0.000086;;-0.2653365;0.0000084;;;;-0.047483;0.000233;-0.003607;0.000098;;;;
51179.250;1999;01;01;;0.138812;0.000097;0.296340;0.000097;;-0.2831397;0.0000084;;;;-0.047534;0.000174;-0.004342;0.000064;;;;
51197.512;1999;01;19;;0.117645;0.000079;0.271686;0.000080;;0.7014718;0.0000093;;;;-0.046483;0.000219;-0.003734;0.000095;;;;
51215.775;1999;02;06;;0.100375;0.000098;0.252359;0.000100;;0.6790648;0.0000141;;;;-0.046351;0.000566;-0.003845;0.000226;;;;
51234.037;1999;02;25;;0.077108;0.000096;0.244704;0.000093;;0.6561649;0.0000116;;;;-0.047147;0.000260;-0.005219;0.000096;;;;
51252.300;1999;03;15;;0.054722;0.000100;0.240049;0.000099;;0.6399585;0.0000086;;;;-0.044660;0.000251;-0.006157;0.000084;;;;
51270.562;1999;04;02;;0.023805;0.000090;0.240776;0.000090;;0.6145073;0.0000105;;;;-0.044427;0.000248;-0.007082;0.000103;;;;
51288.825;1999;04;20;;0.000997;0.000089;0.248920;0.000087;;0.5879804;0.0000104;;;;-0.044335;0.000214;-0.007863;0.000093;;;;
51307.087;1999;05;09;;-0.017583;0.000086;0.262515;0.000086;;0.5665181;0.0000070;;;;-0.044098;0.000200;-0.007837;0.000079;;;;
51325.350;1999;05;27;;-0.022977;0.000079;0.281422;0.000079;;0.5435929;0.0000119;;;;-0.045040;0.000230;-0.007470;0.000109;;;;
51343.612;1999;06;14;;-0.031551;0.000082;0.296972;0.000083;;0.5267530;0.0000117;;;;-0.048610;0.000222;-0.007504;0.000108;;;;
51361.875;1999;07;02;;-0.031991;0.000081;0.311211;0.000085;;0.5198737;0.0000087;;;;-0.049573;0.000244;-0.007142;0.000099;;;;
51380.137;1999;07;21;;-0.024931;0.000080;0.330588;0.000081;;0.5120587;0.0000168;;;;-0.053455;0.000327;-0.007112;0.000123;;;;
51398.400;1999;08;08;;-0.014137;0.000078;0.345822;0.000080;;0.5055478;0.0000144;;;;-0.056764;0.000363;-0.007689;0.000133;;;;
51416.662;1999;08;26;;-0.008529;0.000092;0.361896;0.000088;;0.4977962;0.0000113;;;;-0.056603;0.001617;-0.007630;0.000298;;;;
51434.925;1999;09;13;;0.002132;0.000078;0.371182;0.000074;;0.4819534;0.0000118;;;;-0.056869;0.000266;-0.006715;0.000106;;;;
51453.187;1999;10;02;;0.006591;0.000090;0.379893;0.000088;;0.4688622;0.0000110;;;;-0.056795;0.004181;-0.006370;0.000371;;;;
51471.450;1999;10;20;;0.015750;0.000081;0.382767;0.000075;;0.4506225;0.0000123;;;;-0.054122;0.000285;-0.005943;0.000131;;;;
51489.712;1999;11;07;;0.024523;0.000095;0.379714;0.000095;;0.4231364;0.0000174;;;;-0.053351;0.000294;-0.004498;0.000140;;;;
51507.975;1999;11;25;;0.032010;0.000091;0.377630;0.000096;;0.3975046;0.0000098;;;;-0.051168;0.000243;-0.003740;0.000105;;;;
51526.237;1999;12;14;;0.037488;0.000092;0.381106;0.000097;;0.3781555;0.0000066;;;;-0.051193;0.000106;-0.003549;0.000050;;;;
51544.500;2000;01;01;;0.043255;0.000102;0.377907;0.000107;;0.3554405;0.0000091;;;;-0.050552;0.000241;-0.002488;0.000079;;;;
51562.762;2000;01;19;;0.052410;0.000153;0.375902;0.000160;;0.3413416;0.0000078;;;;-0.051523;0.000286;-0.002855;0.000095;;;;
51581.025;2000;02;07;;0.060669;0.000176;0.372674;0.000173;;0.3250215;0.0000884;;;;-0.050256;0.000169;-0.003333;0.000058;;;;
51599.287;2000;02;25;;0.068075;0.000166;0.365692;0.000160;;0.3071158;0.0000320;;;;-0.049708;0.001201;-0.004251;0.000303;;;;
51617.550;2000;03;14;;0.074584;0.000134;0.358136;0.000139;;0.2899946;0.0000013;;;;-0.049630;0.000078;-0.005113;0.000030;;;;
51635.812;2000;04;01;;0.075512;0.000151;0.346201;0.000156;;0.2762530;0.0000294;;;;-0.048226;0.000325;-0.006199;0.000112;;;;
51654.075;2000;04;20;;0.082335;0.000111;0.343519;0.000112;;0.2552488;0.0000158;;;;-0.047538;0.000197;-0.006213;0.000064;;;;
51672.337;2000;05;08;;0.088053;0.000093;0.332172;0.000094;;0.2358290;0.0000107;;;;-0.048008;0.000325;-0.006839;0.000133;;;;
51690.600;2000;05;26;;0.096311;0.000089;0.321606;0.000091;;0.2198940;0.0000373;;;;-0.048586;0.000338;-0.007054;0.000118;;;;
51708.862;2000;06;13;;0.113574;0.000089;0.304569;0.000092;;0.2064731;0.0000224;;;;-0.050992;0.000339;-0.006194;0.000132;;;;
